IT,Window,Center,Area-202,Area-203,Std-202,Std-203
1,4,198.2777013,0,0,0,0
1,4,198.3777013,0,0,0,0
1,4,198.4777013,0,0,0,0
1,4,198.5777013,0,0,0,0
1,4,198.6777013,0,37.19613342,0,74.39226685
1,4,198.7777013,0,39.89588318,0,79.79176636
1,4,198.8777013,0,0,0,0
1,4,198.9777013,0,37.64279785,0,75.2855957
1,4,199.0777013,0,0,0,0
1,4,199.1777013,0,33.60996704,0,67.21993408
1,4,199.2777013,27.16135864,0,54.32271729,0
1,4,199.3777013,0,0,0,0
1,4,199.4777013,0,0,0,0
1,4,199.5777013,0,0,0,0
1,4,199.6777013,0,27.74745178,0,55.49490356
1,4,199.7777013,0,31.06046448,0,62.12092896
1,4,199.8777013,0,0,0,0
1,4,199.9777013,563.9278198,0,197.5777561,0
1,4,200.0777013,7203.49668,0,1012.753535,0
1,4,200.1777013,16818.1418,0,2471.541357,0
1,4,200.2777013,22673.90039,0,1257.836982,0
1,4,200.3777013,26496.84844,0,716.4592438,0
1,4,200.4777013,30261.86328,0,2750.08084,0
1,4,200.5777013,33155.13164,0,1012.657226,0
1,4,200.6777013,38301.17656,0,1440.944926,0
1,4,200.7777013,45317.87344,0,3594.975663,0
1,4,200.8777013,47471.525,0,1408.637881,0
1,4,200.9777013,51559.91172,0,1082.892092,0
1,4,201.0777013,54912.01484,1152.233435,1992.214944,340.5262075
1,4,201.1777013,58019.01328,3189.258105,2207.717802,271.9406464
1,4,201.2777013,62127.60703,4560.441895,3014.424329,227.1534644
1,4,201.3777013,68369.15313,5335.456445,1390.368278,177.1545886
1,4,201.4777013,73108.62188,6342.191895,1074.911919,259.8522205
1,4,201.5777013,77351.89688,6713.575586,2212.75111,261.4464691
1,4,201.6777013,80801.8125,7883.311816,4006.630727,517.0151964
1,4,201.7777013,88515.8625,9602.705273,7515.904676,1079.117917
1,4,201.8777013,86523.64531,9983.930273,1554.530056,332.6830839
1,4,201.9777013,85352.95469,10734.58398,1430.818295,306.7878715
1,4,202.0777013,94826.15156,12634.92383,8411.337128,1441.741716
1,4,202.1777013,85402.61875,12109.55801,3082.038328,423.432849
1,4,202.2777013,88720.875,13955.86797,2900.11827,910.3500087
1,4,202.3777013,85379.27188,14707.03379,2102.489337,212.2035332
1,4,202.4777013,82825.2875,15562.43301,2288.39831,572.8941674
1,4,202.5777013,83054.70156,17606.92012,6924.915838,1497.854694
1,4,202.6777013,78010.14375,18025.28008,612.0673283,186.0320881
1,4,202.7777013,74119.59375,18845.69961,1202.867162,505.5862801
1,4,202.8777013,72798.56406,20067.15,6661.503515,2100.01924
1,4,202.9777013,65869.94609,19385.4918,1499.701275,606.2799451
1,4,203.0777013,61951.50234,19502.28203,1488.626898,453.093256
1,4,203.1777013,58775.12578,19424.2043,3354.873498,513.0329718
1,4,203.2777013,53182.90313,19355.90508,1733.091522,702.2780761
1,4,203.3777013,50809.93906,19636.8043,724.9492658,464.4427714
1,4,203.4777013,45260.11484,18759.82422,943.2989767,602.2747258
1,4,203.5777013,45497.55,19139.31328,4069.4689,1359.915313
1,4,203.6777013,38028.05703,18001.24922,1567.296004,506.4720545
1,4,203.7777013,36312.86953,17335.62656,1588.708284,729.0007053
1,4,203.8777013,31252.09609,16429.99238,988.5001606,496.5672328
1,4,203.9777013,27394.71992,15471.71758,657.8256716,430.0120427
1,4,204.0777013,23022.99258,14616.78398,769.4291345,674.6155747
1,4,204.1777013,18285.61992,13605.08008,958.2413985,435.0251953
1,4,204.2777013,14338.75313,12931.39961,631.9825288,324.0924761
1,4,204.3777013,10066.60918,12244.20391,1204.844563,703.0740618
1,4,204.4777013,3750.643018,11071.44004,486.4074775,438.8629044
1,4,204.5777013,0,10129.17266,0,608.6015731
1,4,204.6777013,0,9148.514648,0,309.4585282
1,4,204.7777013,0,8212.837988,0,386.159617
1,4,204.8777013,0,7120.785156,0,235.7375045
1,4,204.9777013,0,6590.850977,0,130.2567207
1,4,205.0777013,0,5612.374512,0,604.5688628
1,4,205.1777013,0,4951.463672,0,614.7027649
1,4,205.2777013,0,3335.851807,0,274.9907584
1,4,205.3777013,0,2254.264258,0,137.0610621
1,4,205.4777013,0,886.8278931,0,107.6233876
1,4,205.5777013,35.74316406,0,71.48632813,0
1,4,205.6777013,0,0,0,0
1,4,205.7777013,0,0,0,0
1,4,205.8777013,68.28624573,0,83.9012978,0
1,4,205.9777013,0,0,0,0
1,4,206.0777013,0,34.10063782,0,68.20127563
1,4,206.1777013,0,0,0,0
1,5,197.6777013,34.35517883,0,68.71035767,0
1,5,197.7777013,0,39.32590332,0,78.65180664
1,5,197.8777013,33.40533447,0,66.81066895,0
1,5,197.9777013,30.58633728,0,61.17267456,0
1,5,198.0777013,0,0,0,0
1,5,198.1777013,0,0,0,0
1,5,198.2777013,0,0,0,0
1,5,198.3777013,0,32.10649719,0,64.21299438
1,5,198.4777013,0,40.20037537,0,80.40075073
1,5,198.5777013,0,0,0,0
1,5,198.6777013,0,0,0,0
1,5,198.7777013,0,35.49579468,0,70.99158936
1,5,198.8777013,0,0,0,0
1,5,198.9777013,0,0,0,0
1,5,199.0777013,0,0,0,0
1,5,199.1777013,26.76716003,0,53.53432007,0
1,5,199.2777013,63.76138611,0,78.23050608,0
1,5,199.3777013,90.88847351,0,111.6466171,0
1,5,199.4777013,1627.407727,0,618.6455341,0
1,5,199.5777013,8434.868262,0,2312.147763,0
1,5,199.6777013,17717.74102,36.03117676,535.5484574,72.06235352
1,5,199.7777013,23544.10039,0,1617.612029,0
1,5,199.8777013,26135.74688,0,868.4085364,0
1,5,199.9777013,29531.2457,0,827.0034329,0
1,5,200.0777013,31820.80977,0,1626.529017,0
1,5,200.1777013,37230.30703,0,1298.419237,0
1,5,200.2777013,41117.49453,0,864.7880643,0
1,5,200.3777013,45015.28828,0,1420.026951,0
1,5,200.4777013,51407.77578,105.4774658,6068.069084,129.5958263
1,5,200.5777013,50685.14531,1782.734888,1816.170245,432.3254844
1,5,200.6777013,55041.38438,3628.170313,780.56385,112.0526116
1,5,200.7777013,57643.66406,4695.669531,1809.97234,293.085849
1,5,200.8777013,63142.18047,5431.648047,2801.46213,168.6652237
1,5,200.9777013,70969.83281,6411.811035,4022.926465,400.069667
1,5,201.0777013,71366.77969,6566.469531,1250.342179,226.8086917
1,5,201.1777013,75595.30469,7896.835449,2030.566299,242.8507518
1,5,201.2777013,81003.77031,8930.233105,3056.225362,896.6902991
1,5,201.3777013,82329.05469,9392.782813,2548.674274,242.2469896
1,5,201.4777013,87171.09063,10328.76348,1704.311878,433.4112136
1,5,201.5777013,93173.62656,11250.6916,7102.929867,791.727445
1,5,201.6777013,91653.79063,11227.80352,1508.708737,193.5077136
1,5,201.7777013,92884.96406,12395.06875,2060.889221,236.7521651
1,5,201.8777013,96199.85938,13071.2166,6443.462912,600.1718149
1,5,201.9777013,95363.07813,14173.17012,1948.037487,163.7194474
1,5,202.0777013,99253.06406,15638.29707,7211.047375,1084.979898
1,5,202.1777013,96853.7,15818.69063,1624.508248,436.5200638
1,5,202.2777013,95307.15781,17305.05547,2268.96709,454.1438943
1,5,202.3777013,94570.33906,17416.18633,1315.292259,257.2855109
1,5,202.4777013,95895.11406,18936.42969,4309.754575,465.4287805
1,5,202.5777013,93412.68594,19647.41602,973.9160459,483.2114959
1,5,202.6777013,90131.21875,20458.2,1929.226115,475.3801306
1,5,202.7777013,85874.70156,20567.40352,2518.928128,307.4090396
1,5,202.8777013,83837.8125,20858.74531,1383.086899,554.7263957
1,5,202.9777013,79019.5875,21222.16211,1141.006046,541.5646814
1,5,203.0777013,77813.1875,22709.33789,3349.598629,1428.085046
1,5,203.1777013,76238.7875,21888.3918,6445.422251,1642.343217
1,5,203.2777013,70546.06406,21449.1375,2158.624821,223.704612
1,5,203.3777013,66770.39844,21387.11523,598.3782915,736.5298924
1,5,203.4777013,62978.74531,21151.06563,1057.479832,668.7558836
1,5,203.5777013,58617.42422,20668.96953,1072.43688,268.669368
1,5,203.6777013,56286.275,20921.07344,1290.680424,421.8865126
1,5,203.7777013,54449.11172,20422.46875,4301.367487,1784.336891
1,5,203.8777013,49339.06563,19050.81719,1158.883836,203.8842815
1,5,203.9777013,46047.91875,18282.40508,1433.76862,515.993923
1,5,204.0777013,40412.68047,17361.14531,800.7360172,508.5287388
1,5,204.1777013,37673.95078,16848.92148,751.88527,427.5491707
1,5,204.2777013,34430.59141,16565.28809,1105.218192,788.2816115
1,5,204.3777013,31078.93828,15408.18984,844.0773667,483.7960526
1,5,204.4777013,27269.59531,14174.28105,1049.520522,481.4649113
1,5,204.5777013,23561.92227,14169.33496,2848.280843,1595.768612
1,5,204.6777013,20434.29492,13440.38574,770.1355948,452.7490259
1,5,204.7777013,14646.62695,11749.34922,476.6684459,675.0566475
1,5,204.8777013,9662.880078,11237.16973,199.2721862,220.2910037
1,5,204.9777013,6409.161719,10472.05801,595.0768567,158.0680359
1,5,205.0777013,0,9802.303906,0,243.0788389
1,5,205.1777013,0,8934.498047,0,501.7071688
1,5,205.2777013,0,8321.158691,0,525.4772407
1,5,205.3777013,0,7440.4125,0,846.0682378
1,5,205.4777013,0,6206.338574,0,276.0756552
1,5,205.5777013,0,5154.61416,0,45.9481441
1,5,205.6777013,0,4521.095508,0,401.7008974
1,5,205.7777013,0,3697.435205,0,154.0765097
1,5,205.8777013,0,2221.700635,0,215.8349641
1,5,205.9777013,0,1558.860791,0,167.3881241
1,5,206.0777013,0,0,0,0
1,5,206.1777013,0,0,0,0
1,5,206.2777013,0,0,0,0
1,5,206.3777013,0,0,0,0
1,5,206.4777013,0,0,0,0
1,5,206.5777013,0,0,0,0
1,5,206.6777013,0,0,0,0
1,6,197.1777013,0,0,0,0
1,6,197.2777013,0,0,0,0
1,6,197.3777013,0,0,0,0
1,6,197.4777013,0,25.04609528,0,50.09219055
1,6,197.5777013,0,0,0,0
1,6,197.6777013,0,0,0,0
1,6,197.7777013,0,0,0,0
1,6,197.8777013,0,0,0,0
1,6,197.9777013,0,0,0,0
1,6,198.0777013,0,0,0,0
1,6,198.1777013,0,0,0,0
1,6,198.2777013,0,0,0,0
1,6,198.3777013,0,0,0,0
1,6,198.4777013,0,0,0,0
1,6,198.5777013,0,0,0,0
1,6,198.6777013,25.55662079,0,51.11324158,0
1,6,198.7777013,0,27.09924316,0,54.19848633
1,6,198.8777013,0,0,0,0
1,6,198.9777013,874.2926636,0,93.2863583,0
1,6,199.0777013,9162.626367,0,1891.194893,0
1,6,199.1777013,17801.69414,0,2199.782197,0
1,6,199.2777013,23718.92109,0,500.6302014,0
1,6,199.3777013,26565.47734,0,458.2023832,0
1,6,199.4777013,30887.18086,0,2859.498385,0
1,6,199.5777013,33668.42891,0,2928.609599,0
1,6,199.6777013,37589.55781,0,2072.189948,0
1,6,199.7777013,40630.43594,0,1108.677295,0
1,6,199.8777013,44493.00547,0,1001.220532,0
1,6,199.9777013,48176.49844,0,1861.765743,0
1,6,200.0777013,50806.64922,1525.515698,972.3218774,78.62695589
1,6,200.1777013,54025.26406,3655.563916,2133.093734,283.3622023
1,6,200.2777013,55951.79297,4761.805176,2339.308126,307.9543583
1,6,200.3777013,61021.98203,5767.7125,1322.674605,286.4244733
1,6,200.4777013,65336.58359,6428.050488,2533.139318,370.3605205
1,6,200.5777013,68640.125,6617.912891,2159.240828,447.1997481
1,6,200.6777013,71214.62969,7729.612109,2769.598357,383.1619104
1,6,200.7777013,77116.87031,8452.54707,841.1028407,294.5395229
1,6,200.8777013,79103.23906,9334.546094,1139.063198,304.4492512
1,6,200.9777013,80193.22031,9811.579688,1897.522794,539.1582285
1,6,201.0777013,84602.80625,10450.87637,2481.102184,236.7206563
1,6,201.1777013,88900.69844,11294.62969,1167.101737,398.7087586
1,6,201.2777013,98244.44688,12618.09336,7430.668213,908.265546
1,6,201.3777013,95149.76875,12545.37617,1687.345151,567.6709927
1,6,201.4777013,98218.87813,13486.59531,306.103084,439.443739
1,6,201.5777013,101375.7156,14434.26484,2210.375653,588.0596683
1,6,201.6777013,103058.4047,15341.7043,2430.195903,593.4281539
1,6,201.7777013,105279.1328,16381.97715,923.5070433,676.2119898
1,6,201.8777013,105123.65,16928.91875,1169.908291,246.0803192
1,6,201.9777013,106257.8969,17435.10234,993.2550921,533.076717
1,6,202.0777013,104284.4797,17783.37539,809.1824424,260.058242
1,6,202.1777013,105157.925,18482.49141,1297.160986,642.0242765
1,6,202.2777013,104243.5797,19815.94375,1237.943977,773.9147418
1,6,202.3777013,105381.2578,20800.45977,1420.890898,317.9036407
1,6,202.4777013,105122.0734,21305.24219,6669.232626,1454.098474
1,6,202.5777013,102530.0891,22538.24883,650.093408,633.8951384
1,6,202.6777013,101698.5875,22636.3082,1080.067595,698.6338313
1,6,202.7777013,98196.62969,23171.18359,3190.914412,745.3781243
1,6,202.8777013,93705.2,23109.26211,408.2013305,584.9854149
1,6,202.9777013,91809.53438,23117.83359,1158.052847,606.3552379
1,6,203.0777013,91631.18594,24424.31758,5151.18512,814.7911259
1,6,203.1777013,88561.4375,24353.89375,4161.866498,1441.943714
1,6,203.2777013,83303.51875,23498.5332,1987.213948,732.7641752
1,6,203.3777013,79653.19531,23646.70859,3777.242136,442.0870289
1,6,203.4777013,76783.32344,23626.76992,1403.04679,492.0330716
1,6,203.5777013,73073.31719,23698.43242,899.6529102,596.7855419
1,6,203.6777013,70086.425,23399.61094,1156.066756,491.3092296
1,6,203.7777013,65860.29609,21779.30508,3129.929791,936.7405194
1,6,203.8777013,63767.40703,21781.80781,1460.731288,284.7665773
1,6,203.9777013,61243.99531,21964.27578,2764.025525,946.0055324
1,6,204.0777013,57198.78906,20213.44688,481.8289585,325.5460586
1,6,204.1777013,52586.87734,19454.30313,473.5536432,663.1512243
1,6,204.2777013,51110.725,19736.84648,1458.49382,888.3385232
1,6,204.3777013,46220.32734,18406.18164,1985.041782,785.7432395
1,6,204.4777013,44964.08516,18217.83203,3045.393369,1029.439213
1,6,204.5777013,41735.29922,17614.03242,1756.046095,1182.069016
1,6,204.6777013,37816.93594,16874.18887,1336.625655,852.789598
1,6,204.7777013,34577.72031,15658.05234,757.1243574,385.3735726
1,6,204.8777013,31215.74727,14909.03867,1128.044263,594.872893
1,6,204.9777013,27185.59414,14376.60723,1098.402888,547.2229151
1,6,205.0777013,23864.95664,13460.82773,715.4821053,439.0305751
1,6,205.1777013,20617.42109,12617.00313,1615.718943,757.593466
1,6,205.2777013,15992.92539,12053.1498,1235.477853,273.7736128
1,6,205.3777013,10476.71895,11614.875,410.2213267,197.7353872
1,6,205.4777013,6637.421973,10696.29395,874.0775729,842.1407981
1,6,205.5777013,0,9637.462891,0,430.8206682
1,6,205.6777013,36.09946594,8845.558594,72.19893188,368.8351592
1,6,205.7777013,0,8892.289258,0,1182.875526
1,6,205.8777013,0,7052.50957,0,381.3200465
1,6,205.9777013,0,6350.840137,0,137.5539556
1,6,206.0777013,0,5482.681348,0,374.3337809
1,6,206.1777013,0,4596.569922,0,293.4437384
1,6,206.2777013,0,3523.86543,0,115.9802732
1,6,206.3777013,0,2310.574023,0,181.3165484
1,6,206.4777013,0,1559.649292,0,182.7021387
1,6,206.5777013,0,0,0,0
1,6,206.6777013,0,0,0,0
1,6,206.7777013,0,0,0,0
1,6,206.8777013,0,0,0,0
1,6,206.9777013,0,0,0,0
1,6,207.0777013,0,0,0,0
1,6,207.1777013,0,0,0,0
1,7,196.6777013,55.19319458,0,67.7401809,0
1,7,196.7777013,0,0,0,0
1,7,196.8777013,0,0,0,0
1,7,196.9777013,0,0,0,0
1,7,197.0777013,0,0,0,0
1,7,197.1777013,0,0,0,0
1,7,197.2777013,0,0,0,0
1,7,197.3777013,32.27160645,0,64.54321289,0
1,7,197.4777013,35.39845276,0,70.79690552,0
1,7,197.5777013,0,0,0,0
1,7,197.6777013,0,0,0,0
1,7,197.7777013,0,0,0,0
1,7,197.8777013,0,0,0,0
1,7,197.9777013,0,31.82206421,0,63.64412842
1,7,198.0777013,0,0,0,0
1,7,198.1777013,0,0,0,0
1,7,198.2777013,0,0,0,0
1,7,198.3777013,32.22391052,0,64.44782104,0
1,7,198.4777013,622.5398621,0,220.4874507,0
1,7,198.5777013,8434.549512,0,1812.822928,0
1,7,198.6777013,19430.48438,0,2570.951816,0
1,7,198.7777013,25724.92109,0,2956.727468,0
1,7,198.8777013,28513.07578,0,991.9695021,0
1,7,198.9777013,30530.42578,0,525.3900263,0
1,7,199.0777013,33613.22539,0,899.2368689,0
1,7,199.1777013,36949.96406,0,1025.496539,0
1,7,199.2777013,40371.29063,0,274.2100125,0
1,7,199.3777013,43468.49844,0,1820.343273,0
1,7,199.4777013,46441.00078,0,1316.661097,0
1,7,199.5777013,48892.90156,1619.419702,1875.233493,169.019455
1,7,199.6777013,52937.70781,4062.083496,840.5752097,472.3981018
1,7,199.7777013,55488.26797,4975.709766,1324.202679,474.2187935
1,7,199.8777013,59030.56484,6231.582227,2422.287841,336.3280518
1,7,199.9777013,63990.86875,6480.823926,720.6064148,177.6426703
1,7,200.0777013,67460.66406,7436.192285,620.4379377,447.6305562
1,7,200.1777013,72037.00781,7937.041699,1129.407331,542.5698366
1,7,200.2777013,76756.80469,8950.36377,5733.516298,890.4725667
1,7,200.3777013,78275.88906,9031.986914,6742.045637,686.1552143
1,7,200.4777013,81862.87656,10138.58711,5327.708612,796.6932285
1,7,200.5777013,83266.04063,10429.0207,1236.00128,414.5939919
1,7,200.6777013,85438.94219,11083.9541,2042.146834,234.264877
1,7,200.7777013,92106.03906,12026.74375,3708.385524,877.1214096
1,7,200.8777013,93817.23281,12773.83086,3999.877756,286.3717216
1,7,200.9777013,94789.3875,13636.93926,861.4054605,369.7279521
1,7,201.0777013,99133.07188,14133.18516,884.6502932,582.8955057
1,7,201.1777013,102558.0406,14587.36523,1333.845161,337.4103933
1,7,201.2777013,108889.4641,15598.58711,5004.756732,1063.377757
1,7,201.3777013,110583.0422,16078.56621,2429.004043,725.4952896
1,7,201.4777013,115710.2984,17946.49961,6161.889336,1330.940509
1,7,201.5777013,114279.9391,17705.8168,1767.928708,504.3485621
1,7,201.6777013,118555.1969,18716.30352,6789.516834,1148.469115
1,7,201.7777013,118892.8156,20064.78047,6948.918449,1201.51953
1,7,201.8777013,113414.8359,19258.14102,1728.16245,452.8982411
1,7,201.9777013,116260.3094,20660.38906,1487.153771,189.739803
1,7,202.0777013,117310.2313,21853.12266,3451.685296,1278.101486
1,7,202.1777013,115994.6625,22311.27188,483.4141669,337.7071162
1,7,202.2777013,116068.4172,22541.52109,2311.870955,678.823964
1,7,202.3777013,116066.375,23819.49844,1147.044985,660.850424
1,7,202.4777013,114117.2141,24104.2418,1269.649637,281.736046
1,7,202.5777013,114156.3891,24613.15117,3501.988878,788.9617899
1,7,202.6777013,113417.0297,24683.41016,1114.001761,812.5746169
1,7,202.7777013,111831.7109,26016.31016,2931.968116,1728.841979
1,7,202.8777013,108753.2688,25999.25781,7883.085598,1739.157568
1,7,202.9777013,105612.0875,25844.07539,2389.541908,784.1989224
1,7,203.0777013,105095.4719,26457.40547,6021.039276,767.930278
1,7,203.1777013,97870.05781,25788.74531,576.1575649,408.7017097
1,7,203.2777013,98114.64688,26510.7707,2966.325577,871.3509386
1,7,203.3777013,91328.50781,25733.14492,2254.125345,1148.484767
1,7,203.4777013,90500.07969,25403.13984,3001.655901,809.7734048
1,7,203.5777013,86881.17656,25219.5,2431.655674,935.274008
1,7,203.6777013,83982.88281,25769.26523,1988.132948,812.1237079
1,7,203.7777013,83380.22344,25433.71523,3946.286719,1450.600007
1,7,203.8777013,79264.43906,24806.61016,2714.500295,940.7243097
1,7,203.9777013,76359.45,24318.83633,599.3350561,742.3143454
1,7,204.0777013,72042.40156,23135.16211,1231.52359,888.75429
1,7,204.1777013,68969.41563,22869.94531,1668.443882,602.1975749
1,7,204.2777013,70343.20469,23000.25859,3031.188425,1645.004395
1,7,204.3777013,64431.21094,21771.9918,2730.8286,661.4673875
1,7,204.4777013,60376.71563,21268.12891,1178.296714,586.3045898
1,7,204.5777013,56669.23594,20123.72227,597.7295052,480.4132747
1,7,204.6777013,53693.74219,19489.36641,3859.410297,1536.457837
1,7,204.7777013,53514.81719,19795.35039,4211.11412,1243.398723
1,7,204.8777013,46023.84844,17528.76719,1067.214108,802.8702433
1,7,204.9777013,43956.22578,18048.79375,2765.509067,492.7116848
1,7,205.0777013,40778.99766,16717.04082,736.392017,583.7915903
1,7,205.1777013,38371.22969,17235.19668,2621.742794,1240.349569
1,7,205.2777013,35648.88125,15871.69785,2024.881341,1071.933817
1,7,205.3777013,29653.01719,14475.02344,119.3137303,552.7397421
1,7,205.4777013,27220.22422,13964.63398,992.4897319,332.3297682
